Species,IslandGroup,DemClass,Month,MonthLength,Device,Age,BreedStage,IdealDist,NumDays,HalfOnNest,RepAge,RepBreedStage,value
Northern Giant Petrel,Prince Edward Islands,beta,1,31,GLS,adult,post-brood,PB,31,FALSE,adult,chick-rearing,1020
Northern Giant Petrel,Prince Edward Islands,beta,2,28,GLS,adult,post-brood,PB,11,FALSE,adult,chick-rearing,1020
Northern Giant Petrel,Prince Edward Islands,beta,2,28,GLS,adult,non-breeding,NB_Q1,17,FALSE,adult,non-breeding_Q1,1020
Northern Giant Petrel,Prince Edward Islands,beta,3,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,1020
Northern Giant Petrel,Prince Edward Islands,beta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,1020
Northern Giant Petrel,Prince Edward Islands,beta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,1020
Northern Giant Petrel,Prince Edward Islands,beta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,1020
Northern Giant Petrel,Prince Edward Islands,beta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,1020
Northern Giant Petrel,Prince Edward Islands,beta,8,31,GLS,adult,non-breeding,NB_Q3,3,FALSE,adult,non-breeding_Q3,1020
Northern Giant Petrel,Prince Edward Islands,beta,8,31,GLS,adult,pre-laying,INC,12,TRUE,adult,incubation,1020
Northern Giant Petrel,Prince Edward Islands,beta,8,31,GLS,adult,incubation,INC,16,TRUE,adult,incubation,1020
Northern Giant Petrel,Prince Edward Islands,beta,9,30,GLS,adult,incubation,INC,30,TRUE,adult,incubation,1020
Northern Giant Petrel,Prince Edward Islands,beta,10,31,GLS,adult,incubation,INC,14,TRUE,adult,incubation,1020
Northern Giant Petrel,Prince Edward Islands,beta,10,31,GLS,adult,brood-guard,BR,17,TRUE,adult,chick-rearing,1020
Northern Giant Petrel,Prince Edward Islands,beta,11,30,GLS,adult,brood-guard,BR,8,TRUE,adult,chick-rearing,1020
Northern Giant Petrel,Prince Edward Islands,beta,11,30,GLS,adult,post-brood,PB,22,FALSE,adult,chick-rearing,1020
Northern Giant Petrel,Prince Edward Islands,beta,12,31,GLS,adult,post-brood,PB,31,FALSE,adult,chick-rearing,1020
Northern Giant Petrel,Prince Edward Islands,delta,1,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,554.7945205
Northern Giant Petrel,Prince Edward Islands,delta,2,28,GLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,554.7945205
Northern Giant Petrel,Prince Edward Islands,delta,3,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,554.7945205
Northern Giant Petrel,Prince Edward Islands,delta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,554.7945205
Northern Giant Petrel,Prince Edward Islands,delta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,554.7945205
Northern Giant Petrel,Prince Edward Islands,delta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,554.7945205
Northern Giant Petrel,Prince Edward Islands,delta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,554.7945205
Northern Giant Petrel,Prince Edward Islands,delta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,554.7945205
Northern Giant Petrel,Prince Edward Islands,delta,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,554.7945205
Northern Giant Petrel,Prince Edward Islands,delta,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4_Q1,554.7945205
Northern Giant Petrel,Prince Edward Islands,delta,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4_Q1,554.7945205
Northern Giant Petrel,Prince Edward Islands,delta,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4_Q1,554.7945205
Northern Giant Petrel,Prince Edward Islands,gamma,1,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,480
Northern Giant Petrel,Prince Edward Islands,gamma,2,28,GLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,480
Northern Giant Petrel,Prince Edward Islands,gamma,3,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,480
Northern Giant Petrel,Prince Edward Islands,gamma,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,480
Northern Giant Petrel,Prince Edward Islands,gamma,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,480
Northern Giant Petrel,Prince Edward Islands,gamma,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,480
Northern Giant Petrel,Prince Edward Islands,gamma,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,480
Northern Giant Petrel,Prince Edward Islands,gamma,8,31,GLS,adult,non-breeding,NB_Q3,3,FALSE,adult,non-breeding_Q3,480
Northern Giant Petrel,Prince Edward Islands,gamma,8,31,GLS,adult,pre-laying,PRE-L,12,TRUE,adult,incubation,480
Northern Giant Petrel,Prince Edward Islands,gamma,8,31,GLS,adult,incubation,INC,16,TRUE,adult,incubation,480
Northern Giant Petrel,Prince Edward Islands,gamma,9,30,GLS,adult,incubation,INC,30,TRUE,adult,incubation,480
Northern Giant Petrel,Prince Edward Islands,gamma,10,31,GLS,adult,incubation,INC,14,TRUE,adult,incubation,480
Northern Giant Petrel,Prince Edward Islands,gamma,10,31,GLS,adult,brood-guard,BR,17,TRUE,adult,chick-rearing,480
Northern Giant Petrel,Prince Edward Islands,gamma,11,30,GLS,adult,brood-guard,BR,8,TRUE,adult,chick-rearing,480
Northern Giant Petrel,Prince Edward Islands,gamma,11,30,GLS,adult,post-brood,PB,5,FALSE,adult,chick-rearing,480
Northern Giant Petrel,Prince Edward Islands,gamma,11,30,GLS,adult,non-breeding,NB_Q4,17,FALSE,adult,non-breeding_Q4_Q1,480
Northern Giant Petrel,Prince Edward Islands,gamma,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4_Q1,480
Northern Giant Petrel,Prince Edward Islands,theta,1,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q1,2159.175339
Northern Giant Petrel,Prince Edward Islands,theta,2,28,GLS,immature,non-breeding,IMM_Q4_Q1,28,FALSE,adult,non-breeding_Q1,2159.175339
Northern Giant Petrel,Prince Edward Islands,theta,3,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q1,2159.175339
Northern Giant Petrel,Prince Edward Islands,theta,4,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,2159.175339
Northern Giant Petrel,Prince Edward Islands,theta,5,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q2,2159.175339
Northern Giant Petrel,Prince Edward Islands,theta,6,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,2159.175339
Northern Giant Petrel,Prince Edward Islands,theta,7,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,2159.175339
Northern Giant Petrel,Prince Edward Islands,theta,8,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,2159.175339
Northern Giant Petrel,Prince Edward Islands,theta,9,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q3,2159.175339
Northern Giant Petrel,Prince Edward Islands,theta,10,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4_Q1,2159.175339
Northern Giant Petrel,Prince Edward Islands,theta,11,30,GLS,immature,non-breeding,IMM_Q4_Q1,30,FALSE,adult,non-breeding_Q4_Q1,2159.175339
Northern Giant Petrel,Prince Edward Islands,theta,12,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4_Q1,2159.175339
Northern Giant Petrel,Prince Edward Islands,zeta,1,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,Prince Edward Islands,zeta,2,28,GLS,juvenile,non-breeding,JUV_Q4_Q1,28,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,Prince Edward Islands,zeta,3,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,Prince Edward Islands,zeta,4,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,Prince Edward Islands,zeta,5,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,Prince Edward Islands,zeta,6,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,Prince Edward Islands,zeta,7,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,Prince Edward Islands,zeta,8,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,Prince Edward Islands,zeta,9,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,Prince Edward Islands,zeta,10,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,Prince Edward Islands,zeta,11,30,GLS,juvenile,non-breeding,JUV_Q4_Q1,30,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,Prince Edward Islands,zeta,12,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,540.7520129
Northern Giant Petrel,South Georgia,beta,1,31,GLS,adult,post-brood,PB,31,FALSE,adult,post-guard,4939.26
Northern Giant Petrel,South Georgia,beta,2,28,GLS,adult,post-brood,PB,28,FALSE,adult,post-guard,4939.26
Northern Giant Petrel,South Georgia,beta,3,31,GLS,adult,post-brood,PB,24,FALSE,adult,post-guard,4939.26
Northern Giant Petrel,South Georgia,beta,3,31,GLS,adult,non-breeding,NB_Q1,7,FALSE,adult,non-breeding_Q1,4939.26
Northern Giant Petrel,South Georgia,beta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,4939.26
Northern Giant Petrel,South Georgia,beta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,4939.26
Northern Giant Petrel,South Georgia,beta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,4939.26
Northern Giant Petrel,South Georgia,beta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,4939.26
Northern Giant Petrel,South Georgia,beta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,4939.26
Northern Giant Petrel,South Georgia,beta,9,30,GLS,adult,non-breeding,NB_Q3,18,FALSE,adult,non-breeding_Q3,4939.26
Northern Giant Petrel,South Georgia,beta,9,30,GPSorPTT,adult,pre-laying,PRE-L,12,TRUE,adult,incubation,4939.26
Northern Giant Petrel,South Georgia,beta,10,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,4939.26
Northern Giant Petrel,South Georgia,beta,11,30,GPSorPTT,adult,incubation,INC,29,TRUE,adult,incubation,4939.26
Northern Giant Petrel,South Georgia,beta,11,30,GLS,adult,brood-guard,BR,1,TRUE,adult,brood-guard,4939.26
Northern Giant Petrel,South Georgia,beta,12,31,GLS,adult,brood-guard,BR,24,TRUE,adult,brood-guard,4939.26
Northern Giant Petrel,South Georgia,beta,12,31,GLS,adult,post-brood,PB,7,FALSE,adult,post-guard,4939.26
Northern Giant Petrel,South Georgia,delta,1,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,3188.219178
Northern Giant Petrel,South Georgia,delta,2,28,GLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,3188.219178
Northern Giant Petrel,South Georgia,delta,3,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,3188.219178
Northern Giant Petrel,South Georgia,delta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,3188.219178
Northern Giant Petrel,South Georgia,delta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,3188.219178
Northern Giant Petrel,South Georgia,delta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,3188.219178
Northern Giant Petrel,South Georgia,delta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,3188.219178
Northern Giant Petrel,South Georgia,delta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,3188.219178
Northern Giant Petrel,South Georgia,delta,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,3188.219178
Northern Giant Petrel,South Georgia,delta,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,3188.219178
Northern Giant Petrel,South Georgia,delta,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,3188.219178
Northern Giant Petrel,South Georgia,delta,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,3188.219178
Northern Giant Petrel,South Georgia,gamma,1,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,3680.74
Northern Giant Petrel,South Georgia,gamma,2,28,GLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,3680.74
Northern Giant Petrel,South Georgia,gamma,3,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,3680.74
Northern Giant Petrel,South Georgia,gamma,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,3680.74
Northern Giant Petrel,South Georgia,gamma,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,3680.74
Northern Giant Petrel,South Georgia,gamma,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,3680.74
Northern Giant Petrel,South Georgia,gamma,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,3680.74
Northern Giant Petrel,South Georgia,gamma,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,3680.74
Northern Giant Petrel,South Georgia,gamma,9,30,GLS,adult,non-breeding,NB_Q3,18,FALSE,adult,non-breeding_Q3,3680.74
Northern Giant Petrel,South Georgia,gamma,9,30,GPSorPTT,adult,pre-laying,PRE-L,12,TRUE,adult,incubation,3680.74
Northern Giant Petrel,South Georgia,gamma,10,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,3680.74
Northern Giant Petrel,South Georgia,gamma,11,30,GPSorPTT,adult,incubation,INC,29,TRUE,adult,incubation,3680.74
Northern Giant Petrel,South Georgia,gamma,11,30,GLS,adult,brood-guard,BR,1,TRUE,adult,brood-guard,3680.74
Northern Giant Petrel,South Georgia,gamma,12,31,GLS,adult,brood-guard,BR,24,TRUE,adult,brood-guard,3680.74
Northern Giant Petrel,South Georgia,gamma,12,31,GLS,adult,post-brood,PB,2,FALSE,adult,post-guard,3680.74
Northern Giant Petrel,South Georgia,gamma,12,31,GLS,adult,non-breeding,NB_Q4,5,FALSE,adult,non-breeding_Q4,3680.74
Northern Giant Petrel,South Georgia,theta,1,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q1,10560.80288
Northern Giant Petrel,South Georgia,theta,2,28,GLS,immature,non-breeding,IMM_Q4_Q1,28,FALSE,adult,non-breeding_Q1,10560.80288
Northern Giant Petrel,South Georgia,theta,3,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q1,10560.80288
Northern Giant Petrel,South Georgia,theta,4,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,10560.80288
Northern Giant Petrel,South Georgia,theta,5,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q2,10560.80288
Northern Giant Petrel,South Georgia,theta,6,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,10560.80288
Northern Giant Petrel,South Georgia,theta,7,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,10560.80288
Northern Giant Petrel,South Georgia,theta,8,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,10560.80288
Northern Giant Petrel,South Georgia,theta,9,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q3,10560.80288
Northern Giant Petrel,South Georgia,theta,10,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4,10560.80288
Northern Giant Petrel,South Georgia,theta,11,30,GLS,immature,non-breeding,IMM_Q4_Q1,30,FALSE,adult,non-breeding_Q4,10560.80288
Northern Giant Petrel,South Georgia,theta,12,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4,10560.80288
Northern Giant Petrel,South Georgia,zeta,1,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Giant Petrel,South Georgia,zeta,2,28,GLS,juvenile,non-breeding,JUV_Q4_Q1,28,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Giant Petrel,South Georgia,zeta,3,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Giant Petrel,South Georgia,zeta,4,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Giant Petrel,South Georgia,zeta,5,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Giant Petrel,South Georgia,zeta,6,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Giant Petrel,South Georgia,zeta,7,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Giant Petrel,South Georgia,zeta,8,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Giant Petrel,South Georgia,zeta,9,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Giant Petrel,South Georgia,zeta,10,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Giant Petrel,South Georgia,zeta,11,30,GLS,juvenile,non-breeding,JUV_Q4_Q1,30,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Giant Petrel,South Georgia,zeta,12,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,2578.82763
Northern Royal Albatross,Chatham Island,beta,1,31,GPSorPTT,adult,incubation,INC,28,TRUE,adult,incubation,4953.2
Northern Royal Albatross,Chatham Island,beta,1,31,GPSorPTT,adult,brood-guard,BR,3,TRUE,adult,breeding,4953.2
Northern Royal Albatross,Chatham Island,beta,2,28,GPSorPTT,adult,brood-guard,BR,28,TRUE,adult,breeding,4953.2
Northern Royal Albatross,Chatham Island,beta,3,31,GPSorPTT,adult,brood-guard,BR,9,TRUE,adult,breeding,4953.2
Northern Royal Albatross,Chatham Island,beta,3,31,GPSorPTT,adult,post-brood,PB,22,FALSE,adult,breeding,4953.2
Northern Royal Albatross,Chatham Island,beta,4,30,GPSorPTT,adult,post-brood,PB,30,FALSE,adult,breeding,4953.2
Northern Royal Albatross,Chatham Island,beta,5,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,breeding,4953.2
Northern Royal Albatross,Chatham Island,beta,6,30,GPSorPTT,adult,post-brood,PB,30,FALSE,adult,breeding,4953.2
Northern Royal Albatross,Chatham Island,beta,7,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,breeding,4953.2
Northern Royal Albatross,Chatham Island,beta,8,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,breeding,4953.2
Northern Royal Albatross,Chatham Island,beta,9,30,GPSorPTT,adult,post-brood,PB,21,FALSE,adult,breeding,4953.2
Northern Royal Albatross,Chatham Island,beta,9,30,GPSorPTTorGLS,adult,non-breeding,NB_Q3,9,FALSE,adult,non-breeding_Q3,4953.2
Northern Royal Albatross,Chatham Island,beta,10,31,GPSorPTT,adult,pre-laying,PRE-L,24,TRUE,adult,incubation,4953.2
Northern Royal Albatross,Chatham Island,beta,10,31,GPSorPTT,adult,non-breeding,NB_Q4,7,FALSE,adult,non-breeding_Q4,4953.2
Northern Royal Albatross,Chatham Island,beta,11,30,GPSorPTT,adult,pre-laying,PRE-L,10,TRUE,adult,incubation,4953.2
Northern Royal Albatross,Chatham Island,beta,11,30,GPSorPTT,adult,incubation,INC,20,TRUE,adult,incubation,4953.2
Northern Royal Albatross,Chatham Island,beta,12,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,4953.2
Northern Royal Albatross,Chatham Island,delta,1,31,GPSorPTTorGLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,8365.576592
Northern Royal Albatross,Chatham Island,delta,2,28,GPSorPTTorGLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,8365.576592
Northern Royal Albatross,Chatham Island,delta,3,31,GPSorPTTorGLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,8365.576592
Northern Royal Albatross,Chatham Island,delta,4,30,GPSorPTTorGLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,8365.576592
Northern Royal Albatross,Chatham Island,delta,5,31,GPSorPTTorGLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,8365.576592
Northern Royal Albatross,Chatham Island,delta,6,30,GPSorPTTorGLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,8365.576592
Northern Royal Albatross,Chatham Island,delta,7,31,GPSorPTTorGLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,8365.576592
Northern Royal Albatross,Chatham Island,delta,8,31,GPSorPTTorGLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,8365.576592
Northern Royal Albatross,Chatham Island,delta,9,30,GPSorPTTorGLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,8365.576592
Northern Royal Albatross,Chatham Island,delta,10,31,GPSorPTT,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,8365.576592
Northern Royal Albatross,Chatham Island,delta,11,30,GPSorPTT,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,8365.576592
Northern Royal Albatross,Chatham Island,delta,12,31,GPSorPTT,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,8365.576592
Northern Royal Albatross,Chatham Island,gamma,1,31,GPSorPTT,adult,incubation,INC,28,TRUE,adult,incubation,6646.8
Northern Royal Albatross,Chatham Island,gamma,1,31,GPSorPTT,adult,brood-guard,BR,3,TRUE,adult,breeding,6646.8
Northern Royal Albatross,Chatham Island,gamma,2,28,GPSorPTT,adult,brood-guard,BR,28,TRUE,adult,breeding,6646.8
Northern Royal Albatross,Chatham Island,gamma,3,31,GPSorPTT,adult,brood-guard,BR,9,TRUE,adult,breeding,6646.8
Northern Royal Albatross,Chatham Island,gamma,3,31,GPSorPTT,adult,post-brood,PB,22,FALSE,adult,breeding,6646.8
Northern Royal Albatross,Chatham Island,gamma,4,30,GPSorPTT,adult,post-brood,PB,16,FALSE,adult,breeding,6646.8
Northern Royal Albatross,Chatham Island,gamma,4,30,GPSorPTTorGLS,adult,non-breeding,NB_Q2,14,FALSE,adult,non-breeding_Q2,6646.8
Northern Royal Albatross,Chatham Island,gamma,5,31,GPSorPTTorGLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,6646.8
Northern Royal Albatross,Chatham Island,gamma,6,30,GPSorPTTorGLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,6646.8
Northern Royal Albatross,Chatham Island,gamma,7,31,GPSorPTTorGLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,6646.8
Northern Royal Albatross,Chatham Island,gamma,8,31,GPSorPTTorGLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,6646.8
Northern Royal Albatross,Chatham Island,gamma,9,30,GPSorPTTorGLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,6646.8
Northern Royal Albatross,Chatham Island,gamma,10,31,GPSorPTT,adult,pre-laying,PRE-L,24,TRUE,adult,incubation,6646.8
Northern Royal Albatross,Chatham Island,gamma,10,31,GPSorPTT,adult,non-breeding,NB_Q4,7,FALSE,adult,non-breeding_Q4,6646.8
Northern Royal Albatross,Chatham Island,gamma,11,30,GPSorPTT,adult,pre-laying,PRE-L,10,TRUE,adult,incubation,6646.8
Northern Royal Albatross,Chatham Island,gamma,11,30,GPSorPTT,adult,incubation,INC,20,TRUE,adult,incubation,6646.8
Northern Royal Albatross,Chatham Island,gamma,12,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,6646.8
Northern Royal Albatross,Chatham Island,theta,1,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4_Q1,10464.5769
Northern Royal Albatross,Chatham Island,theta,2,28,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,28,FALSE,juvenile_immature,non-breeding_Q4_Q1,10464.5769
Northern Royal Albatross,Chatham Island,theta,3,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4_Q1,10464.5769
Northern Royal Albatross,Chatham Island,theta,4,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,juvenile_immature,non-breeding_Q2_Q3,10464.5769
Northern Royal Albatross,Chatham Island,theta,5,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,juvenile_immature,non-breeding_Q2_Q3,10464.5769
Northern Royal Albatross,Chatham Island,theta,6,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,juvenile_immature,non-breeding_Q2_Q3,10464.5769
Northern Royal Albatross,Chatham Island,theta,7,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,juvenile_immature,non-breeding_Q2_Q3,10464.5769
